@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
AA,763,DFW,MFE,2,1230,90,0
AS,614,SEA,LAS,2,1230,143,0
AS,621,LAS,PDX,2,1230,137,0
B6,1069,JFK,AUS,2,1230,261,1
B6,1219,BOS,BUF,2,1230,89,1
B6,445,BOS,TPA,2,1230,199,1
B6,623,JFK,HOU,2,1230,253,1
B6,691,BOS,DCA,2,1230,99,1
B6,87,JFK,SLC,2,1230,326,1
CO,318,EWR,TPA,2,1230,187,1
CO,468,EWR,LAS,2,1230,347,1
CO,638,EWR,MIA,2,1230,195,1
DL,1124,LAX,SFO,2,1230,84,0
DL,1144,ATL,MHT,2,1230,148,0
DL,1489,DTW,ATL,2,1230,128,1
DL,1715,ATL,SAV,2,1230,67,0
DL,2726,ATL,IND,2,1230,98,1
DL,2911,ATL,DFW,2,1230,153,1
DL,2918,MCO,ATL,2,1230,101,0
DL,9,ATL,TPA,2,1230,92,1
EV,5059,ATL,XNA,2,1230,120,0
EV,5092,ATL,FAY,2,1230,74,1
EV,5578,ATL,ABE,2,1230,123,0
MQ,4023,ORD,MDT,2,1230,105,1
MQ,4060,ORD,CMH,2,1230,70,1
OH,6364,CVG,MDT,2,1230,83,1
OH,6440,CVG,MSN,2,1230,93,1
OH,6495,JFK,IAH,2,1230,262,0
OH,6709,CVG,STL,2,1230,95,1
UA,129,ORD,LAX,2,1230,270,1
US,1406,PHL,BOS,2,1230,73,0
US,1475,PHL,ATL,2,1230,138,0
US,1928,PHL,PVD,2,1230,64,1
US,497,CLT,DEN,2,1230,228,1
WN,1003,TUS,LAS,2,1230,80,1
WN,1409,BUR,LAS,2,1230,60,1
WN,1440,SAN,LAS,2,1230,70,1
WN,1503,DEN,LAX,2,1230,155,1
WN,1537,MDW,CLE,2,1230,70,1
WN,169,MDW,BWI,2,1230,105,1
WN,1943,DEN,TUS,2,1230,115,1
WN,1950,MDW,PVD,2,1230,130,1
WN,2020,SMF,LAS,2,1230,80,1
WN,2027,DEN,GEG,2,1230,150,1
WN,327,MDW,IAD,2,1230,110,1
WN,429,MDW,BDL,2,1230,120,1
WN,453,MDW,BUF,2,1230,85,1
WN,561,MDW,ALB,2,1230,115,1
WN,738,DEN,SEA,2,1230,190,1
WN,765,MDW,RDU,2,1230,115,1
WN,773,HOU,SAT,2,1230,55,1
WN,895,DEN,ONT,2,1230,140,1
WN,931,DEN,BOI,2,1230,125,1
WN,948,SAN,SJC,2,1230,80,1
WN,958,STL,MSP,2,1230,90,1
YV,2633,CLT,SAV,2,1230,72,0
DL,2172,ATL,RDU,2,1231,88,1
EV,5400,ATL,MYR,2,1231,74,0
OH,6311,ATL,CRW,2,1231,88,0
DL,2137,ATL,JAX,2,1232,70,1
UA,766,DEN,OKC,2,1234,97,0
9E,4227,JFK,RIC,2,1235,130,1
9E,4366,ATL,ALB,2,1235,137,0
AA,1194,MIA,BDL,2,1235,175,1
AA,1526,DFW,MCO,2,1235,135,1
AA,1598,DFW,MSP,2,1235,135,1
AA,1805,DFW,PHX,2,1235,155,0
AA,1808,MIA,DEN,2,1235,270,0
AA,1817,MIA,SFO,2,1235,380,0
AA,2202,MIA,DFW,2,1235,190,1
AA,371,LGA,ORD,2,1235,150,1
AA,485,ORD,TUL,2,1235,115,1
AA,690,MIA,RDU,2,1235,120,0
B6,1200,RSW,BUF,2,1235,162,0
DL,1894,ATL,PNS,2,1235,81,0
DL,2206,ATL,CLT,2,1235,82,0
DL,2741,CVG,RSW,2,1235,144,1
EV,5055,ATL,CHO,2,1235,89,0
FL,523,BWI,TPA,2,1235,149,0
HA,555,OGG,HNL,2,1235,33,0
MQ,3371,DFW,CVG,2,1235,130,0
MQ,3459,DFW,LIT,2,1235,65,0
MQ,3625,MIA,PNS,2,1235,105,0
MQ,4131,ORD,SPI,2,1235,55,1
OH,6271,CVG,EVV,2,1235,60,0
OH,6558,LGA,CHS,2,1235,148,0
OH,6565,CVG,JAX,2,1235,116,0
OH,6717,CVG,MCI,2,1235,120,0
OO,4443,CVG,MKE,2,1235,85,0
OO,6503,SFO,EUG,2,1235,91,1
UA,483,ORD,PDX,2,1235,279,1
UA,515,ORD,SMF,2,1235,268,0
US,1064,PHL,BUF,2,1235,68,1
US,1240,PHL,BDL,2,1235,59,1
US,1853,PHL,BWI,2,1235,49,0
US,1898,PHL,PIT,2,1235,70,1
US,257,PHL,PHX,2,1235,320,0
US,958,PHL,ORD,2,1235,138,1
WN,1128,AUS,ELP,2,1235,100,0
WN,1328,ONT,SMF,2,1235,80,1
WN,1381,SAN,OAK,2,1235,85,1
WN,143,OAK,PDX,2,1235,100,1
WN,1587,PHX,BUR,2,1235,85,1
WN,1741,BWI,MHT,2,1235,75,1
WN,179,BWI,ALB,2,1235,70,1
WN,2201,BWI,PVD,2,1235,70,1
WN,2254,DEN,MDW,2,1235,130,1
WN,2788,LAX,LAS,2,1235,60,1
WN,27,BWI,BDL,2,1235,65,1
WN,2900,SJC,ONT,2,1235,70,1
WN,2903,BWI,BUF,2,1235,65,1
WN,3322,TPA,PVD,2,1235,165,1
WN,3773,BWI,BOS,2,1235,80,1
WN,491,BWI,ISP,2,1235,60,1
WN,722,MCO,MDW,2,1235,170,1
WN,774,STL,OMA,2,1235,75,1
EV,4959,ATL,ABY,2,1236,53,0
EV,5595,ATL,EWN,2,1236,87,0
OO,6238,LAS,FAT,2,1236,77,1
AS,69,KTN,JNU,2,1237,63,0
EV,5480,ATL,LYH,2,1237,84,0
F9,860,PHX,DEN,2,1237,103,1
UA,716,DEN,IAH,2,1237,142,0
B6,106,JFK,BUF,2,1238,87,0
EV,5429,ATL,MLU,2,1238,98,0
OO,6220,RNO,SFO,2,1238,69,1
AA,2374,DFW,ORD,2,1240,125,1
AS,192,FAI,ANC,2,1240,59,1
AS,314,SFO,PSP,2,1240,83,0
AS,46,BET,ANC,2,1240,68,1
AS,613,LAS,SEA,2,1240,154,0
DL,1657,ATL,CLE,2,1240,113,1
DL,2886,ATL,LGA,2,1240,143,1
FL,1468,MCO,MDW,2,1240,165,1
MQ,3048,LAX,SAN,2,1240,45,1
MQ,3682,MIA,MEM,2,1240,155,0
MQ,3785,ORD,IAH,2,1240,165,1
MQ,3934,ORD,FSD,2,1240,100,0
MQ,3945,ORD,PIT,2,1240,90,1
MQ,4088,ORD,FAR,2,1240,115,1
MQ,4205,ORD,BDL,2,1240,130,1
MQ,4390,LGA,DTW,2,1240,125,0
MQ,4447,JFK,DCA,2,1240,80,0
OH,6499,CVG,DEN,2,1240,196,1
OO,6686,DEN,BIS,2,1240,93,0
OO,7045,DEN,FAR,2,1240,111,1
UA,117,ORD,SEA,2,1240,274,1
UA,155,ORD,SFO,2,1240,300,1
UA,572,DEN,OMA,2,1240,87,0
US,1421,PHL,LAX,2,1240,362,1
US,1606,PHL,DTW,2,1240,108,0
US,1757,PHL,LAS,2,1240,335,0
US,487,PHL,DEN,2,1240,258,0
US,76,PHL,SEA,2,1240,362,1
WN,1385,MDW,ORF,2,1240,120,1
WN,1677,LAX,SFO,2,1240,75,1
WN,1795,PHX,SNA,2,1240,75,1
WN,2524,MDW,HOU,2,1240,170,1
WN,3311,MSY,HOU,2,1240,70,1
WN,353,BOI,GEG,2,1240,65,1
WN,400,MDW,OMA,2,1240,90,1
WN,968,SMF,BUR,2,1240,70,0
WN,986,SNA,LAS,2,1240,60,1
YV,1929,HNL,LIH,2,1240,37,1
EV,5052,ATL,OAJ,2,1241,85,1
OO,6545,SBA,SFO,2,1241,80,1
EV,5520,ATL,AGS,2,1242,57,1
UA,516,PHX,SFO,2,1242,128,0
UA,724,DEN,MCI,2,1242,102,1
CO,1801,EWR,FLL,2,1243,195,1
EV,5430,ATL,AVL,2,1243,61,0
EV,5529,ATL,BQK,2,1243,66,0
FL,1033,RSW,PIT,2,1243,151,0
EV,4977,ATL,MEI,2,1244,75,0
UA,887,SFO,LAS,2,1244,95,1
AA,1464,DFW,TUL,2,1245,55,0
AA,2483,DFW,LAX,2,1245,200,0
AA,372,SJU,TPA,2,1245,180,1
AS,111,SEA,ANC,2,1245,220,1
AS,221,SFO,SEA,2,1245,122,1
B6,417,BOS,PBI,2,1245,191,1
B6,586,FLL,HPN,2,1245,167,1
B6,5,BUF,JFK,2,1245,80,0
CO,1454,EWR,PBI,2,1245,186,1
CO,1611,EWR,IAH,2,1245,254,1
DL,1867,ATL,BHM,2,1245,55,1
DL,2110,ATL,PWM,2,1245,155,0
EV,4941,ATL,ILM,2,1245,82,1
EV,5053,ATL,VLD,2,1245,69,0
EV,5303,ATL,MGM,2,1245,62,0
MQ,3363,DFW,LRD,2,1245,85,1
OO,6409,SBP,LAX,2,1245,70,1
US,1097,BOS,PHL,2,1245,87,0
US,1165,PHL,CLT,2,1245,105,1
US,865,PHL,MCO,2,1245,152,0
WN,1229,PHX,OAK,2,1245,125,1
WN,1279,HOU,OKC,2,1245,80,1
WN,1474,ABQ,PHX,2,1245,75,1
WN,1956,PHX,SMF,2,1245,120,1
WN,2467,PHX,SFO,2,1245,130,1
WN,283,DEN,SNA,2,1245,150,1
WN,3067,MCI,DAL,2,1245,90,1
WN,624,SMF,LAX,2,1245,80,1
WN,691,DEN,PHX,2,1245,115,1
WN,719,MSY,DAL,2,1245,85,1
XE,2267,CLE,GRB,2,1245,82,1
XE,2589,CLE,MCI,2,1245,129,1
OO,6511,LAX,FAT,2,1246,57,1
UA,926,LAX,SFO,2,1246,84,1
EV,5006,ATL,SYR,2,1247,134,0
OO,6342,SAN,LAX,2,1247,48,1
OO,6879,SEA,PDX,2,1247,46,0
B6,115,JFK,MSY,2,1248,211,1
DL,1766,ATL,FNT,2,1248,119,1
HA,397,KOA,HNL,2,1248,42,1
OO,6848,ACV,SFO,2,1248,78,1
YV,2657,CLE,CLT,2,1248,97,0
UA,354,DEN,FSD,2,1249,91,1
AA,2001,DFW,OKC,2,1250,55,0
AA,560,ORD,DCA,2,1250,105,1
AS,536,SEA,ONT,2,1250,153,1
AS,566,PDX,LAX,2,1250,130,0
B6,337,IAD,MCO,2,1250,133,0
B6,436,MCO,BOS,2,1250,159,0
B6,529,EWR,MCO,2,1250,163,1
B6,571,HPN,PBI,2,1250,169,1
B6,619,JFK,JAX,2,1250,157,1
B6,715,JFK,SJU,2,1250,229,1
CO,1176,EWR,RSW,2,1250,191,1
CO,1436,IAH,ABQ,2,1250,144,0
CO,1459,IAH,SNA,2,1250,223,1
CO,1644,IAH,SMF,2,1250,254,1
CO,389,CLE,PHX,2,1250,282,0
CO,410,IAH,EWR,2,1250,194,1
CO,546,IAH,ORD,2,1250,150,1
CO,770,IAH,SFO,2,1250,260,1
DL,1064,ATL,MLB,2,1250,93,0
DL,342,ATL,BNA,2,1250,73,0
EV,5367,DCA,CMH,2,1250,88,0
FL,220,MKE,LAS,2,1250,250,1
FL,242,ATL,PBI,2,1250,107,1
FL,276,ATL,BOS,2,1250,147,1
FL,399,ATL,SEA,2,1250,314,1
MQ,3299,DFW,MAF,2,1250,70,1
MQ,3930,ORD,OMA,2,1250,95,1
MQ,3951,ORD,SGF,2,1250,100,1
OH,6447,CVG,HTS,2,1250,52,1
OO,3044,MKE,DSM,2,1250,68,1
OO,6311,SLC,LAX,2,1250,120,1
UA,726,DEN,MSP,2,1250,122,0
US,140,PHX,ANC,2,1250,363,0
US,1470,PHL,SYR,2,1250,69,0
WN,1047,LAS,SNA,2,1250,65,1
WN,1138,SJC,PDX,2,1250,105,1
WN,1498,RNO,LAS,2,1250,70,1
WN,180,SFO,LAX,2,1250,75,1
WN,3334,SJC,SNA,2,1250,75,1
WN,910,DAL,OKC,2,1250,50,1
WN,996,DAL,STL,2,1250,95,1
XE,2747,EWR,BNA,2,1250,159,1
XE,3107,CLE,GRR,2,1250,59,1
YV,2847,PHX,YUM,2,1250,70,0
OO,6496,LAX,COS,2,1251,127,1
OO,6727,SFO,BUR,2,1251,68,1
B6,488,LGB,BOS,2,1252,308,1
XE,3071,EWR,DAY,2,1252,124,1
OO,6918,DEN,CID,2,1253,109,1
UA,338,DEN,DFW,2,1253,124,1
XE,2512,ATL,IAH,2,1253,140,1
AA,1253,MIA,LAX,2,1255,355,0
AA,1333,BOS,DFW,2,1255,255,1
AA,1382,MIA,EWR,2,1255,170,0
AA,1539,ORD,STL,2,1255,70,1
AA,2039,MIA,ORD,2,1255,190,1
AA,2059,DFW,SLC,2,1255,170,1
AA,2192,MIA,BOS,2,1255,180,1
AA,2298,MIA,STL,2,1255,165,1
AA,272,SFO,MIA,2,1255,315,0
AA,336,ORD,LGA,2,1255,120,1
AA,661,DFW,ONT,2,1255,195,0
AA,850,MIA,IAD,2,1255,150,1
B6,199,JFK,LAS,2,1255,355,1
B6,302,FLL,IAD,2,1255,140,1
B6,460,FLL,BOS,2,1255,175,1
CO,1445,CLE,IAH,2,1255,191,0
CO,14,HNL,EWR,2,1255,570,1
CO,1812,IAH,OMA,2,1255,137,0
CO,299,IAH,DEN,2,1255,152,1
CO,528,IAH,TUS,2,1255,166,1
CO,585,CLE,LAS,2,1255,278,0
CO,609,CLE,SFO,2,1255,337,0
CO,820,IAH,PHX,2,1255,177,1
DL,2213,ATL,TUL,2,1255,128,0
EV,5219,ATL,VPS,2,1255,77,1
FL,1209,MCO,RIC,2,1255,108,0
FL,358,ATL,LGA,2,1255,133,1
FL,556,ATL,BUF,2,1255,119,0
FL,707,ATL,DAY,2,1255,94,0
FL,737,MKE,MSP,2,1255,75,1
FL,822,BOS,BWI,2,1255,92,0
MQ,2969,DFW,ABI,2,1255,50,0
MQ,3096,SAN,LAX,2,1255,50,1
MQ,3651,MIA,TYS,2,1255,130,1
MQ,4123,ORD,CMI,2,1255,55,1
MQ,4267,ORD,EVV,2,1255,70,1
MQ,4327,TVC,MQT,2,1255,45,1
MQ,4364,ORD,CVG,2,1255,75,0
OO,3076,MKE,OMA,2,1255,84,1
UA,464,ORD,DSM,2,1255,82,1
UA,467,ORD,OMA,2,1255,99,1
UA,481,ORD,DFW,2,1255,156,1
WN,122,LAS,SJC,2,1255,80,1
WN,1255,SAT,DAL,2,1255,55,1
WN,1654,ABQ,LAX,2,1255,125,1
WN,625,PHX,DEN,2,1255,110,1
WN,858,MDW,LAS,2,1255,250,1
XE,2353,IAH,ATL,2,1255,110,0
XE,2999,CLE,MKE,2,1255,80,0
YV,2863,PHX,FLG,2,1255,62,0
HA,241,ITO,HNL,2,1256,49,0
B6,242,LGB,OAK,2,1257,75,1
B6,58,MCO,JFK,2,1257,140,1
FL,1609,MCO,DCA,2,1257,120,0
OO,6531,SBP,SFO,2,1258,61,1
YV,2751,PHX,SBP,2,1258,101,1
YV,2771,PHX,SBA,2,1258,138,0
YV,2779,PHX,MRY,2,1258,116,0
B6,845,IAD,FLL,2,1259,155,1
FL,1090,MCO,IND,2,1259,139,1
FL,1245,MCO,FNT,2,1259,158,1
FL,1620,MCO,PHL,2,1259,138,0
FL,1749,MCO,PIT,2,1259,134,0
OO,6292,MRY,LAX,2,1259,71,1
UA,479,SFO,SEA,2,1259,133,0
US,639,PHX,ONT,2,1259,71,0
AA,1412,MIA,JFK,2,1260,175,0
AA,185,JFK,LAX,2,1260,380,0
AA,351,DFW,LAS,2,1260,170,0
AA,530,DFW,TPA,2,1260,130,0
AA,647,STL,LAX,2,1260,255,1
AA,784,DFW,LGA,2,1260,190,1
AS,245,LAX,SEA,2,1260,164,1
B6,164,TPA,JFK,2,1260,152,0
B6,186,SAN,JFK,2,1260,300,1
B6,472,SJC,BOS,2,1260,319,1
B6,676,LAX,JFK,2,1260,311,1
CO,1029,CLE,SAN,2,1260,299,0
CO,1095,IAH,LAX,2,1260,223,1
CO,421,IAH,SJC,2,1260,258,1
CO,574,CLE,LAX,2,1260,314,0
DL,2239,DCA,ATL,2,1260,121,1
DL,2263,JFK,LAX,2,1260,388,1
DL,2947,LGA,ATL,2,1260,156,1
EV,7081,ORD,CAE,2,1260,109,1
FL,142,ATL,DTW,2,1260,115,1
FL,190,ATL,DCA,2,1260,99,1
FL,519,ATL,CMH,2,1260,90,0
FL,841,ATL,MCO,2,1260,86,0
FL,869,ATL,MSP,2,1260,157,1
FL,968,ATL,ACY,2,1260,116,1
HA,378,LIH,HNL,2,1260,30,0
MQ,3019,LAX,FAT,2,1260,60,1
OO,6277,SEA,GEG,2,1260,58,0
OO,6427,LAX,ABQ,2,1260,109,1
OO,6461,LAX,YUM,2,1260,67,1
OO,6470,LAX,SLC,2,1260,106,1
OO,6701,SMF,ACV,2,1260,59,0
OO,6738,LAX,TUS,2,1260,79,1
UA,200,ORD,BOS,2,1260,135,1
UA,318,DEN,TUL,2,1260,97,0
UA,628,ORD,DCA,2,1260,102,1
UA,640,ORD,PHL,2,1260,119,1
UA,694,ORD,LGA,2,1260,119,1
UA,703,ORD,IAH,2,1260,169,1
US,2048,DCA,BOS,2,1260,81,0
US,2144,LGA,BOS,2,1260,69,0
US,2188,DCA,LGA,2,1260,69,0
US,2191,LGA,DCA,2,1260,74,0
US,587,PHX,GEG,2,1260,167,1
WN,1045,SAN,SMF,2,1260,95,1
WN,1108,DEN,ABQ,2,1260,75,1
WN,1532,LAS,OAK,2,1260,85,1
WN,1827,ONT,OAK,2,1260,75,1
WN,300,STL,DAL,2,1260,105,1
WN,3249,LAS,ABQ,2,1260,80,1
WN,570,SFO,SAN,2,1260,85,1
WN,59,DAL,HOU,2,1260,60,1
WN,60,HOU,DAL,2,1260,55,1
XE,2693,CLE,DAY,2,1260,52,0
XE,2710,DCA,EWR,2,1260,72,0
XE,2717,EWR,STL,2,1260,177,1
XE,2985,EWR,DTW,2,1260,125,1
YV,2831,PHX,TUS,2,1260,46,0
YV,2879,PHX,BFL,2,1260,90,0
YV,7260,ORD,CLT,2,1260,98,0
B6,967,JFK,LAX,2,1261,374,0
OO,6367,SMF,SFO,2,1264,43,1
US,1755,PHL,DCA,2,1264,56,1
AA,1377,ORD,SEA,2,1265,260,1
AA,192,LAX,BOS,2,1265,315,1
AA,1951,DFW,SMF,2,1265,225,0
AA,2355,ORD,DFW,2,1265,150,1
AS,473,LAX,PDX,2,1265,146,1
B6,399,LGA,MCO,2,1265,165,1
CO,1479,IAH,SAT,2,1265,60,1
CO,1704,IAH,OKC,2,1265,83,0
CO,597,IAH,LAS,2,1265,210,1
CO,667,SEA,ANC,2,1265,210,1
FL,470,ATL,BWI,2,1265,109,1
FL,530,ATL,MEM,2,1265,82,0
FL,687,ATL,ICT,2,1265,143,1
FL,87,ATL,FLL,2,1265,110,1
FL,920,ATL,MCI,2,1265,134,1
MQ,3720,ORD,ATL,2,1265,120,1
MQ,4090,ORD,OKC,2,1265,130,1
MQ,4350,ORD,AZO,2,1265,50,0
OH,6381,JFK,BOS,2,1265,79,1
OO,6270,DFW,ORD,2,1265,134,1
OO,6702,LAX,ELP,2,1265,111,1
US,1826,PHL,MHT,2,1265,78,1
US,285,PHX,SJC,2,1265,118,1
US,371,PHX,SMF,2,1265,122,1
US,480,PHX,BUR,2,1265,87,0
WN,1502,LAS,PDX,2,1265,140,1
WN,2718,SMF,ONT,2,1265,75,1
WN,3669,BUR,SMF,2,1265,75,1
WN,3753,SFO,LAS,2,1265,80,1
WN,857,LAS,SMF,2,1265,90,1
XE,2803,IAH,SHV,2,1265,53,0
XE,3070,EWR,CLT,2,1265,119,1
YV,2716,PHX,FAT,2,1265,102,0
OO,6352,SFO,TUS,2,1266,113,1
YV,2697,PHX,LGB,2,1266,82,0
AS,153,OME,ANC,2,1267,88,1
OO,6581,DEN,COS,2,1267,33,1
YV,2725,PHX,PSP,2,1268,67,0
UA,691,ORD,MSY,2,1269,146,1
AA,1065,DFW,SJC,2,1270,225,1
AA,1067,DFW,SAT,2,1270,65,1
AA,1710,DFW,IAD,2,1270,155,0
AA,829,DFW,COS,2,1270,115,0
B6,216,LGB,JFK,2,1270,303,1
B6,35,JFK,PBI,2,1270,176,1
B6,97,JFK,DEN,2,1270,272,1
CO,1423,IAH,MSY,2,1270,66,1
CO,1475,IAH,DFW,2,1270,65,0
CO,1533,IAH,AUS,2,1270,55,1
CO,1597,IAH,ONT,2,1270,220,1
CO,1717,IAH,SAN,2,1270,213,0
CO,442,IAH,TUL,2,1270,86,0
CO,511,IAH,MFE,2,1270,77,0
F9,173,DEN,TUS,2,1270,113,1
F9,266,DEN,SNA,2,1270,140,1
F9,511,DEN,SEA,2,1270,174,1
F9,589,DEN,SLC,2,1270,85,1
F9,725,DEN,SAN,2,1270,139,1
F9,797,DEN,PDX,2,1270,162,1
FL,205,ATL,CAK,2,1270,100,0
FL,285,ATL,HOU,2,1270,134,1
FL,653,ATL,SAT,2,1270,161,0
FL,906,ATL,PHF,2,1270,89,1
MQ,3229,DFW,LBB,2,1270,70,0
MQ,4068,ORD,MSN,2,1270,50,1
OH,6508,LGA,RDU,2,1270,108,1
OO,7812,RKS,GCC,2,1270,68,0
US,192,PHX,SAN,2,1270,73,1
US,35,PHX,LAX,2,1270,87,1
US,415,PHX,SFO,2,1270,129,1
US,454,PHX,SLC,2,1270,99,1
US,627,PHX,OAK,2,1270,123,1
US,656,PHX,SNA,2,1270,80,1
US,678,PHX,BOI,2,1270,130,1
US,77,PHX,SEA,2,1270,187,1
WN,167,LAX,SMF,2,1270,80,1
WN,3484,SMF,SAN,2,1270,80,1
WN,3575,LAS,ONT,2,1270,55,1
WN,593,BWI,IND,2,1270,110,1
WN,787,SJC,PHX,2,1270,105,1
YV,1043,ITO,HNL,2,1270,47,0
OO,6247,SBA,LAX,2,1271,44,1
B6,636,SFO,BOS,2,1273,320,1
UA,514,ORD,IAD,2,1274,105,1
AA,1692,SJU,JFK,2,1275,235,0
AA,656,DFW,BWI,2,1275,160,0
B6,70,PBI,JFK,2,1275,148,1
CO,752,IAH,SLC,2,1275,200,1
F9,667,DEN,SFO,2,1275,156,1
F9,861,DEN,PHX,2,1275,108,1
HA,595,OGG,HNL,2,1275,33,0
MQ,3603,MIA,CHS,2,1275,100,1
MQ,3637,MIA,SDF,2,1275,155,0
MQ,3829,ATL,ORD,2,1275,120,1
MQ,4195,ORD,MEM,2,1275,110,1
MQ,4232,ORD,BUF,2,1275,95,1
OO,4708,LAX,SLC,2,1275,114,1
OO,6269,SFO,FAT,2,1275,55,1
OO,6703,ORD,MEM,2,1275,95,1
US,1232,DCA,BDL,2,1275,70,0
US,1515,PHX,LAS,2,1275,70,1
US,1724,DCA,PVD,2,1275,71,0
US,528,PHX,RNO,2,1275,112,1
WN,1795,SNA,SJC,2,1275,75,1
WN,3323,SEA,OAK,2,1275,120,1
XE,2098,IAH,MSP,2,1275,159,0
XE,2192,IAH,MAF,2,1275,88,0
XE,2357,IAH,LRD,2,1275,70,1
XE,2558,EWR,OMA,2,1275,204,1
XE,2692,IAH,LFT,2,1275,54,1
XE,2752,IAH,MCI,2,1275,114,1
