,target,sex,race,age_cat,priors_count,c_charge_degree
1668,1,0.0,0.0,Greater than 45,More than 3,F
1669,0,1.0,1.0,Greater than 45,1 to 3,F
1670,0,0.0,1.0,Greater than 45,0,F
1671,1,0.0,1.0,25 to 45,1 to 3,F
1672,1,0.0,0.0,25 to 45,1 to 3,F
1673,0,0.0,1.0,25 to 45,0,M
1674,0,1.0,0.0,Greater than 45,0,F
1675,1,0.0,0.0,25 to 45,More than 3,F
1676,1,0.0,0.0,25 to 45,More than 3,M
1677,0,0.0,1.0,25 to 45,1 to 3,F
1678,0,1.0,0.0,25 to 45,1 to 3,F
1679,0,1.0,1.0,Less than 25,1 to 3,F
1680,1,0.0,0.0,Greater than 45,More than 3,F
1681,0,1.0,0.0,25 to 45,0,M
1682,1,0.0,0.0,Greater than 45,More than 3,F
1683,1,0.0,0.0,Less than 25,More than 3,F
1684,0,1.0,0.0,Greater than 45,0,M
1685,0,0.0,1.0,25 to 45,More than 3,F
1686,1,0.0,0.0,25 to 45,More than 3,F
1687,0,0.0,1.0,25 to 45,0,M
1688,0,0.0,1.0,25 to 45,1 to 3,M
1689,1,0.0,0.0,Less than 25,1 to 3,M
1690,0,0.0,1.0,25 to 45,1 to 3,M
1691,0,0.0,0.0,25 to 45,1 to 3,F
1692,1,0.0,1.0,25 to 45,More than 3,M
1693,1,1.0,1.0,25 to 45,1 to 3,F
1694,0,0.0,1.0,25 to 45,1 to 3,F
1695,1,1.0,0.0,Less than 25,1 to 3,F
1696,1,1.0,0.0,25 to 45,More than 3,F
1697,0,1.0,1.0,Less than 25,0,F
1698,1,0.0,0.0,25 to 45,0,F
1699,0,0.0,0.0,Less than 25,0,F
1700,1,0.0,0.0,25 to 45,More than 3,M
1701,0,0.0,1.0,Greater than 45,0,M
1702,0,0.0,1.0,25 to 45,0,F
1703,0,1.0,0.0,25 to 45,0,M
1704,0,1.0,1.0,Greater than 45,0,F
1705,0,1.0,1.0,Greater than 45,0,M
1706,1,0.0,0.0,25 to 45,More than 3,F
1707,0,0.0,0.0,25 to 45,0,F
1708,1,0.0,1.0,Greater than 45,1 to 3,M
1709,0,0.0,0.0,Less than 25,1 to 3,F
1710,0,0.0,1.0,25 to 45,1 to 3,M
1711,1,1.0,1.0,25 to 45,More than 3,M
1712,1,0.0,0.0,25 to 45,More than 3,M
1713,1,0.0,0.0,Greater than 45,0,F
1714,0,0.0,0.0,25 to 45,1 to 3,M
1715,0,0.0,0.0,25 to 45,More than 3,F
1716,1,1.0,0.0,25 to 45,More than 3,F
1717,1,0.0,0.0,Less than 25,1 to 3,F
1718,0,0.0,0.0,25 to 45,More than 3,F
1719,1,0.0,0.0,25 to 45,0,F
1720,1,0.0,1.0,Less than 25,0,F
1721,0,1.0,1.0,25 to 45,0,M
1722,0,0.0,0.0,Less than 25,0,F
1723,0,0.0,0.0,25 to 45,0,F
1724,0,0.0,1.0,Less than 25,1 to 3,M
1725,0,0.0,1.0,25 to 45,1 to 3,M
1726,0,1.0,0.0,25 to 45,1 to 3,M
1727,1,0.0,0.0,25 to 45,More than 3,M
1728,1,0.0,0.0,25 to 45,More than 3,F
1729,1,0.0,0.0,25 to 45,More than 3,F
1730,0,1.0,0.0,25 to 45,0,F
1731,1,0.0,0.0,Greater than 45,0,M
1732,1,1.0,0.0,25 to 45,1 to 3,M
1733,0,0.0,1.0,Less than 25,0,M
1734,0,0.0,0.0,Less than 25,1 to 3,F
1735,0,0.0,1.0,Greater than 45,1 to 3,M
1736,1,1.0,0.0,Less than 25,1 to 3,M
1737,0,0.0,1.0,25 to 45,1 to 3,M
1738,1,0.0,1.0,25 to 45,0,F
1739,0,1.0,0.0,25 to 45,0,M
1740,1,0.0,1.0,25 to 45,More than 3,M
1741,0,0.0,0.0,Greater than 45,More than 3,F
1742,0,0.0,0.0,Less than 25,0,F
1743,0,1.0,0.0,Less than 25,0,M
1744,0,0.0,0.0,Greater than 45,0,F
1745,0,1.0,0.0,25 to 45,0,F
1746,0,0.0,1.0,25 to 45,1 to 3,F
1747,0,0.0,1.0,25 to 45,1 to 3,F
1748,1,0.0,0.0,Greater than 45,0,M
1749,1,0.0,1.0,25 to 45,0,M
1750,0,0.0,0.0,Less than 25,1 to 3,F
1751,1,0.0,1.0,25 to 45,0,F
1752,1,0.0,0.0,25 to 45,More than 3,M
1753,1,0.0,0.0,25 to 45,More than 3,F
1754,0,0.0,1.0,Less than 25,0,F
1755,0,1.0,0.0,Less than 25,1 to 3,F
1756,0,0.0,0.0,25 to 45,1 to 3,F
1757,1,0.0,0.0,Less than 25,0,F
1758,0,0.0,0.0,Greater than 45,0,F
1759,0,0.0,0.0,25 to 45,1 to 3,M
1760,1,0.0,1.0,Less than 25,0,F
1761,0,0.0,0.0,25 to 45,1 to 3,F
1762,1,0.0,0.0,Less than 25,More than 3,F
1763,0,0.0,1.0,Greater than 45,More than 3,F
1764,0,1.0,1.0,Greater than 45,0,M
1765,0,1.0,0.0,25 to 45,0,M
1766,1,0.0,0.0,Less than 25,1 to 3,M
1767,1,0.0,1.0,Greater than 45,More than 3,F
1768,0,0.0,1.0,25 to 45,1 to 3,M
1769,1,0.0,0.0,25 to 45,More than 3,F
1770,0,0.0,1.0,Greater than 45,More than 3,F
1771,0,0.0,0.0,25 to 45,0,F
1772,1,0.0,0.0,Less than 25,More than 3,F
1773,0,0.0,1.0,25 to 45,More than 3,F
1774,1,0.0,0.0,Less than 25,0,F
1775,1,0.0,0.0,Greater than 45,0,M
1776,0,0.0,0.0,25 to 45,More than 3,F
1777,1,0.0,1.0,Less than 25,1 to 3,F
1778,0,0.0,1.0,25 to 45,0,M
1779,0,0.0,1.0,Greater than 45,1 to 3,F
1780,1,0.0,0.0,Greater than 45,More than 3,F
1781,0,0.0,1.0,Greater than 45,0,F
1782,0,0.0,1.0,25 to 45,1 to 3,M
1783,0,0.0,1.0,25 to 45,1 to 3,F
1784,1,0.0,0.0,25 to 45,More than 3,M
1785,0,0.0,1.0,25 to 45,1 to 3,F
1786,0,0.0,0.0,25 to 45,0,F
1787,1,1.0,0.0,Greater than 45,More than 3,F
1788,0,0.0,0.0,Greater than 45,0,M
1789,0,0.0,1.0,25 to 45,0,F
1790,1,0.0,0.0,25 to 45,More than 3,F
1791,0,0.0,0.0,Greater than 45,1 to 3,M
1792,0,0.0,0.0,Greater than 45,0,M
1793,1,0.0,0.0,25 to 45,More than 3,M
1794,0,1.0,1.0,25 to 45,0,F
1795,0,0.0,0.0,25 to 45,0,F
1796,1,0.0,1.0,25 to 45,More than 3,F
1797,0,0.0,1.0,Greater than 45,1 to 3,F
1798,0,1.0,1.0,Greater than 45,0,M
1799,0,0.0,0.0,25 to 45,More than 3,F
1800,0,0.0,0.0,25 to 45,1 to 3,F
1801,0,1.0,0.0,Less than 25,1 to 3,M
1802,0,0.0,1.0,25 to 45,More than 3,F
1803,1,0.0,0.0,25 to 45,0,M
1804,0,0.0,0.0,25 to 45,More than 3,F
1805,1,0.0,0.0,Less than 25,1 to 3,F
1806,0,0.0,1.0,25 to 45,1 to 3,M
1807,1,0.0,0.0,Less than 25,1 to 3,M
1808,0,0.0,1.0,Greater than 45,More than 3,F
1809,1,0.0,1.0,Greater than 45,More than 3,F
1810,1,0.0,0.0,Greater than 45,More than 3,F
1811,0,0.0,0.0,25 to 45,1 to 3,F
1812,1,0.0,1.0,25 to 45,1 to 3,F
1813,1,0.0,1.0,25 to 45,0,F
1814,0,0.0,0.0,Less than 25,1 to 3,F
1815,0,0.0,1.0,Less than 25,1 to 3,F
1816,1,0.0,1.0,25 to 45,More than 3,F
1817,1,0.0,0.0,Less than 25,More than 3,F
1818,0,0.0,1.0,Greater than 45,1 to 3,F
1819,0,0.0,0.0,Greater than 45,More than 3,F
1820,1,0.0,1.0,Greater than 45,1 to 3,M
1821,0,1.0,0.0,Greater than 45,1 to 3,F
1822,0,0.0,0.0,25 to 45,1 to 3,F
1823,1,1.0,1.0,25 to 45,More than 3,F
1824,1,0.0,0.0,Less than 25,1 to 3,M
1825,0,1.0,1.0,Greater than 45,0,M
1826,0,0.0,1.0,Greater than 45,0,M
1827,0,0.0,1.0,25 to 45,0,F
1828,0,0.0,0.0,25 to 45,More than 3,M
1829,0,1.0,1.0,Greater than 45,1 to 3,F
1830,0,1.0,0.0,25 to 45,1 to 3,F
1831,1,0.0,0.0,25 to 45,More than 3,M
1832,0,0.0,0.0,25 to 45,1 to 3,F
1833,1,1.0,0.0,Less than 25,0,F
1834,1,0.0,1.0,25 to 45,More than 3,F
1835,0,0.0,0.0,25 to 45,More than 3,F
1836,0,0.0,0.0,Greater than 45,More than 3,F
1837,0,0.0,1.0,25 to 45,More than 3,F
1838,1,0.0,0.0,Less than 25,1 to 3,F
1839,0,0.0,1.0,Less than 25,1 to 3,M
1840,0,0.0,0.0,Greater than 45,1 to 3,M
1841,1,0.0,0.0,25 to 45,More than 3,M
1842,1,0.0,0.0,25 to 45,More than 3,M
1843,0,0.0,1.0,25 to 45,0,F
1844,0,0.0,1.0,25 to 45,1 to 3,M
1845,1,0.0,1.0,Less than 25,1 to 3,M
1846,0,0.0,0.0,25 to 45,0,F
1847,0,0.0,0.0,Greater than 45,More than 3,F
1848,0,1.0,0.0,25 to 45,0,M
1849,0,0.0,0.0,25 to 45,0,F
1850,1,0.0,1.0,Less than 25,1 to 3,M
1851,1,0.0,0.0,Less than 25,0,F
1852,1,0.0,0.0,25 to 45,More than 3,F
1853,1,0.0,1.0,25 to 45,1 to 3,M
1854,0,0.0,1.0,25 to 45,1 to 3,F
1855,0,0.0,1.0,Greater than 45,0,M
1856,1,0.0,1.0,Greater than 45,More than 3,F
1857,0,1.0,0.0,25 to 45,1 to 3,F
1858,0,0.0,1.0,Greater than 45,0,F
1859,1,0.0,1.0,25 to 45,More than 3,F
1860,0,0.0,1.0,25 to 45,More than 3,M
1861,1,1.0,0.0,25 to 45,0,M
1862,0,0.0,1.0,25 to 45,0,F
1863,0,1.0,0.0,Less than 25,0,M
1864,0,0.0,1.0,25 to 45,1 to 3,F
1865,0,0.0,1.0,25 to 45,1 to 3,F
1866,1,0.0,0.0,25 to 45,1 to 3,M
1867,0,0.0,0.0,Greater than 45,More than 3,F
1868,0,0.0,0.0,25 to 45,1 to 3,F
1869,0,1.0,0.0,Less than 25,0,F
1870,0,1.0,0.0,Greater than 45,1 to 3,F
1871,0,0.0,1.0,25 to 45,More than 3,F
1872,1,1.0,0.0,Less than 25,1 to 3,F
1873,1,0.0,1.0,Greater than 45,1 to 3,F
1874,1,1.0,1.0,25 to 45,More than 3,F
1875,1,0.0,1.0,25 to 45,1 to 3,M
1876,0,0.0,0.0,Less than 25,1 to 3,M
1877,1,0.0,1.0,Greater than 45,0,M
1878,1,0.0,0.0,Less than 25,1 to 3,M
1879,0,0.0,1.0,Greater than 45,0,M
1880,0,0.0,1.0,25 to 45,1 to 3,M
1881,0,0.0,1.0,25 to 45,More than 3,M
1882,0,0.0,0.0,Less than 25,1 to 3,M
1883,0,0.0,0.0,25 to 45,0,F
1884,1,0.0,1.0,Less than 25,More than 3,M
1885,1,0.0,1.0,Greater than 45,1 to 3,F
1886,1,0.0,0.0,25 to 45,More than 3,M
1887,0,1.0,0.0,25 to 45,1 to 3,F
1888,1,0.0,0.0,25 to 45,0,M
1889,1,0.0,0.0,25 to 45,More than 3,F
1890,1,1.0,0.0,Less than 25,0,F
1891,0,0.0,1.0,25 to 45,1 to 3,M
1892,0,0.0,0.0,Greater than 45,More than 3,F
1893,1,0.0,1.0,Less than 25,1 to 3,F
1894,0,0.0,0.0,25 to 45,More than 3,F
1895,1,0.0,1.0,25 to 45,1 to 3,M
1896,1,0.0,1.0,25 to 45,More than 3,F
1897,1,1.0,0.0,Less than 25,0,M
1898,1,1.0,0.0,25 to 45,More than 3,F
1899,0,0.0,0.0,Less than 25,0,F
1900,1,0.0,1.0,25 to 45,1 to 3,F
1901,1,0.0,0.0,25 to 45,1 to 3,M
1902,0,0.0,0.0,Less than 25,1 to 3,M
1903,0,0.0,0.0,Greater than 45,1 to 3,F
1904,0,0.0,0.0,25 to 45,1 to 3,M
1905,0,0.0,1.0,Greater than 45,More than 3,M
1906,0,0.0,0.0,25 to 45,0,M
1907,1,0.0,0.0,25 to 45,More than 3,F
1908,1,0.0,1.0,25 to 45,1 to 3,F
1909,1,0.0,0.0,25 to 45,More than 3,F
1910,0,0.0,1.0,25 to 45,1 to 3,F
1911,0,1.0,0.0,25 to 45,1 to 3,F
1912,0,1.0,1.0,25 to 45,0,M
1913,0,1.0,1.0,25 to 45,0,M
1914,1,0.0,0.0,Less than 25,0,F
1915,1,0.0,1.0,25 to 45,More than 3,M
1916,0,1.0,1.0,Greater than 45,0,M
1917,1,0.0,0.0,Less than 25,1 to 3,F
1918,1,0.0,1.0,25 to 45,1 to 3,M
1919,1,1.0,0.0,Less than 25,1 to 3,F
1920,0,1.0,1.0,Less than 25,0,F
1921,1,0.0,0.0,25 to 45,More than 3,F
1922,0,0.0,0.0,25 to 45,1 to 3,M
1923,1,1.0,1.0,25 to 45,1 to 3,F
1924,0,0.0,0.0,25 to 45,More than 3,F
1925,0,0.0,0.0,25 to 45,0,F
1926,1,0.0,0.0,Less than 25,1 to 3,F
1927,0,0.0,0.0,Less than 25,1 to 3,M
1928,0,0.0,1.0,Greater than 45,1 to 3,M
1929,1,0.0,1.0,25 to 45,More than 3,M
1930,0,0.0,1.0,25 to 45,1 to 3,F
1931,0,0.0,1.0,Greater than 45,1 to 3,F
1932,0,1.0,1.0,25 to 45,0,F
1933,1,0.0,0.0,Less than 25,0,F
1934,0,0.0,1.0,25 to 45,0,F
1935,1,0.0,1.0,25 to 45,1 to 3,F
1936,0,0.0,0.0,Less than 25,0,M
1937,1,0.0,0.0,Greater than 45,1 to 3,M
1938,1,0.0,0.0,25 to 45,More than 3,F
1939,1,1.0,0.0,25 to 45,1 to 3,F
1940,1,0.0,0.0,Less than 25,1 to 3,F
1941,1,0.0,0.0,25 to 45,1 to 3,F
1942,0,0.0,0.0,25 to 45,1 to 3,F
1943,0,0.0,0.0,25 to 45,1 to 3,M
1944,0,1.0,0.0,25 to 45,0,F
1945,0,0.0,0.0,25 to 45,0,M
1946,1,0.0,0.0,25 to 45,More than 3,M
1947,1,0.0,0.0,Less than 25,1 to 3,M
1948,0,0.0,1.0,25 to 45,More than 3,F
1949,0,0.0,0.0,25 to 45,1 to 3,M
1950,1,1.0,0.0,Less than 25,0,F
1951,1,1.0,0.0,25 to 45,0,M
1952,0,0.0,0.0,Less than 25,1 to 3,F
1953,1,0.0,0.0,Less than 25,More than 3,F
1954,0,0.0,1.0,Greater than 45,0,M
1955,0,0.0,1.0,25 to 45,1 to 3,M
1956,1,0.0,1.0,25 to 45,More than 3,M
1957,0,0.0,1.0,25 to 45,More than 3,F
1958,0,0.0,1.0,25 to 45,1 to 3,F
1959,0,1.0,1.0,25 to 45,More than 3,F
1960,1,0.0,0.0,25 to 45,More than 3,F
1961,1,0.0,0.0,Less than 25,More than 3,F
1962,1,0.0,0.0,25 to 45,1 to 3,M
1963,1,0.0,1.0,25 to 45,0,F
1964,0,0.0,1.0,25 to 45,0,F
1965,0,0.0,0.0,Less than 25,0,M
1966,1,0.0,0.0,25 to 45,0,M
1967,1,0.0,0.0,Less than 25,1 to 3,F
1968,1,0.0,0.0,Less than 25,More than 3,F
1969,0,0.0,0.0,25 to 45,More than 3,F
1970,0,0.0,0.0,25 to 45,More than 3,M
1971,0,1.0,1.0,25 to 45,0,M
1972,0,1.0,0.0,Less than 25,1 to 3,M
1973,0,1.0,1.0,Greater than 45,0,M
1974,1,0.0,1.0,Greater than 45,1 to 3,F
1975,1,0.0,0.0,Less than 25,0,F
1976,1,1.0,0.0,Greater than 45,0,F
1977,0,1.0,0.0,25 to 45,1 to 3,F
1978,0,1.0,0.0,25 to 45,0,M
1979,0,0.0,0.0,Greater than 45,1 to 3,F
1980,0,0.0,0.0,25 to 45,More than 3,F
1981,0,0.0,0.0,25 to 45,1 to 3,M
1982,0,0.0,0.0,25 to 45,0,M
1983,1,0.0,1.0,Less than 25,1 to 3,M
1984,0,0.0,0.0,25 to 45,0,F
1985,0,1.0,0.0,25 to 45,More than 3,F
1986,0,0.0,1.0,Less than 25,1 to 3,M
1987,0,0.0,0.0,25 to 45,More than 3,F
1988,0,0.0,1.0,25 to 45,1 to 3,M
1989,1,0.0,1.0,25 to 45,1 to 3,F
1990,1,0.0,0.0,Less than 25,0,F
1991,0,1.0,1.0,25 to 45,0,M
1992,1,0.0,0.0,25 to 45,More than 3,F
1993,0,0.0,1.0,25 to 45,1 to 3,M
1994,1,0.0,0.0,Less than 25,1 to 3,F
1995,1,0.0,1.0,25 to 45,1 to 3,F
1996,0,0.0,1.0,25 to 45,0,F
1997,1,0.0,1.0,25 to 45,0,M
1998,0,0.0,0.0,25 to 45,More than 3,M
1999,0,0.0,0.0,25 to 45,0,F
2000,0,0.0,0.0,Less than 25,1 to 3,M
2001,0,0.0,0.0,25 to 45,More than 3,F
2002,0,1.0,0.0,Greater than 45,1 to 3,F
2003,1,0.0,1.0,Greater than 45,1 to 3,F
2004,0,0.0,0.0,Greater than 45,More than 3,M
2005,0,0.0,0.0,Less than 25,1 to 3,F
2006,1,0.0,0.0,Less than 25,1 to 3,F
2007,0,0.0,0.0,25 to 45,1 to 3,M
2008,0,1.0,1.0,25 to 45,More than 3,F
2009,0,0.0,1.0,Greater than 45,0,F
2010,1,1.0,0.0,25 to 45,0,F
2011,1,1.0,0.0,25 to 45,1 to 3,F
2012,1,0.0,1.0,25 to 45,More than 3,F
2013,1,0.0,0.0,25 to 45,More than 3,F
2014,1,1.0,0.0,25 to 45,1 to 3,M
2015,1,0.0,0.0,Less than 25,0,F
2016,0,1.0,0.0,25 to 45,1 to 3,M
2017,1,0.0,1.0,25 to 45,0,M
2018,0,0.0,0.0,Less than 25,0,M
2019,1,0.0,0.0,25 to 45,More than 3,F
2020,1,0.0,0.0,Less than 25,0,F
2021,0,0.0,0.0,Greater than 45,0,M
2022,0,0.0,0.0,25 to 45,0,F
2023,0,0.0,1.0,Greater than 45,0,F
2024,0,0.0,1.0,Greater than 45,More than 3,F
2025,1,0.0,1.0,25 to 45,More than 3,F
2026,1,1.0,0.0,Less than 25,0,F
2027,0,0.0,0.0,25 to 45,More than 3,F
2028,0,0.0,0.0,25 to 45,1 to 3,F
2029,1,0.0,1.0,Less than 25,1 to 3,M
2030,0,0.0,1.0,Less than 25,0,F
2031,0,0.0,1.0,Greater than 45,0,F
2032,0,1.0,0.0,Greater than 45,1 to 3,F
2033,0,0.0,0.0,25 to 45,0,M
2034,0,0.0,1.0,Greater than 45,0,F
2035,0,0.0,1.0,Less than 25,0,F
2036,1,0.0,0.0,Less than 25,1 to 3,F
2037,1,0.0,0.0,25 to 45,More than 3,F
2038,1,1.0,1.0,25 to 45,0,F
2039,0,1.0,0.0,25 to 45,0,M
2040,0,0.0,1.0,25 to 45,More than 3,F
2041,1,0.0,1.0,25 to 45,More than 3,M
2042,1,0.0,0.0,25 to 45,More than 3,F
2043,0,0.0,1.0,Greater than 45,0,M
2044,1,0.0,0.0,25 to 45,1 to 3,M
2045,0,0.0,1.0,Less than 25,1 to 3,F
2046,1,0.0,0.0,Less than 25,0,F
2047,1,0.0,0.0,25 to 45,0,F
2048,0,0.0,1.0,Greater than 45,More than 3,F
2049,0,0.0,0.0,25 to 45,1 to 3,F
2050,0,1.0,0.0,Greater than 45,0,F
2051,0,0.0,0.0,25 to 45,1 to 3,M
2052,1,0.0,1.0,25 to 45,More than 3,F
2053,1,0.0,1.0,Greater than 45,0,M
2054,0,1.0,0.0,Less than 25,0,F
2055,1,1.0,0.0,Less than 25,1 to 3,F
2056,0,0.0,0.0,25 to 45,1 to 3,F
2057,1,0.0,0.0,25 to 45,More than 3,F
2058,0,0.0,0.0,Greater than 45,More than 3,F
2059,1,0.0,0.0,25 to 45,More than 3,F
2060,0,0.0,0.0,Less than 25,More than 3,F
2061,0,0.0,0.0,25 to 45,1 to 3,F
2062,1,0.0,1.0,25 to 45,More than 3,F
2063,1,0.0,0.0,Greater than 45,More than 3,F
2064,0,1.0,1.0,Less than 25,1 to 3,F
2065,0,0.0,0.0,Less than 25,1 to 3,F
2066,0,1.0,1.0,25 to 45,0,M
2067,0,1.0,0.0,25 to 45,1 to 3,F
2068,0,0.0,1.0,Greater than 45,0,M
2069,1,0.0,0.0,Greater than 45,More than 3,F
2070,1,0.0,0.0,25 to 45,More than 3,M
2071,0,1.0,1.0,Greater than 45,1 to 3,F
2072,0,0.0,0.0,Less than 25,0,F
2073,0,0.0,0.0,Greater than 45,1 to 3,F
2074,1,0.0,0.0,Less than 25,1 to 3,F
2075,1,0.0,0.0,Less than 25,1 to 3,F
2076,1,0.0,1.0,Less than 25,0,F
2077,1,0.0,0.0,25 to 45,1 to 3,F
2078,1,0.0,0.0,25 to 45,More than 3,F
2079,0,0.0,1.0,Greater than 45,1 to 3,M
2080,0,0.0,0.0,25 to 45,More than 3,M
2081,0,1.0,0.0,25 to 45,More than 3,F
2082,1,0.0,0.0,25 to 45,More than 3,F
2083,1,0.0,1.0,Less than 25,1 to 3,F
2084,1,0.0,0.0,Less than 25,1 to 3,M
2085,0,0.0,0.0,25 to 45,More than 3,F
2086,0,0.0,1.0,Less than 25,1 to 3,F
2087,0,0.0,1.0,25 to 45,1 to 3,M
2088,0,0.0,1.0,25 to 45,1 to 3,F
2089,1,0.0,0.0,25 to 45,1 to 3,F
2090,0,0.0,0.0,Greater than 45,0,F
2091,0,0.0,1.0,Greater than 45,0,M
2092,1,1.0,1.0,25 to 45,1 to 3,M
2093,0,0.0,0.0,25 to 45,0,F
2094,1,1.0,0.0,25 to 45,1 to 3,F
2095,0,0.0,0.0,Greater than 45,1 to 3,F
2096,1,0.0,0.0,Less than 25,0,F
2097,0,0.0,1.0,Less than 25,0,F
2098,1,1.0,1.0,25 to 45,1 to 3,F
2099,0,0.0,1.0,25 to 45,0,F
2100,1,0.0,0.0,25 to 45,1 to 3,M
2101,0,0.0,1.0,25 to 45,1 to 3,F
2102,0,0.0,0.0,25 to 45,0,F
2103,0,0.0,1.0,Greater than 45,1 to 3,M
2104,0,0.0,1.0,Greater than 45,1 to 3,F
2105,1,1.0,1.0,25 to 45,1 to 3,F
2106,0,1.0,1.0,25 to 45,More than 3,F
2107,1,0.0,0.0,Greater than 45,More than 3,M
2108,0,1.0,0.0,25 to 45,1 to 3,M
2109,0,0.0,0.0,25 to 45,More than 3,F
2110,1,0.0,0.0,Less than 25,More than 3,F
2111,1,0.0,1.0,25 to 45,More than 3,M
2112,1,0.0,0.0,Less than 25,0,F
2113,1,0.0,0.0,25 to 45,1 to 3,F
2114,0,1.0,0.0,Less than 25,0,F
2115,1,0.0,1.0,Less than 25,1 to 3,M
2116,0,0.0,0.0,Less than 25,1 to 3,M
2117,0,0.0,0.0,25 to 45,More than 3,F
2118,1,0.0,0.0,25 to 45,More than 3,F
2119,1,0.0,1.0,25 to 45,1 to 3,M
2120,0,1.0,0.0,25 to 45,0,M
2121,0,0.0,0.0,Greater than 45,1 to 3,F
2122,1,1.0,1.0,Less than 25,0,M
2123,1,0.0,0.0,Less than 25,0,F
2124,1,0.0,0.0,Less than 25,1 to 3,F
2125,1,0.0,0.0,25 to 45,1 to 3,F
2126,1,0.0,0.0,25 to 45,More than 3,F
2127,1,1.0,0.0,Less than 25,1 to 3,F
2128,0,1.0,0.0,Greater than 45,More than 3,F
2129,1,0.0,0.0,25 to 45,More than 3,F
2130,1,0.0,0.0,Less than 25,0,F
2131,0,1.0,0.0,25 to 45,0,M
2132,1,0.0,1.0,Less than 25,1 to 3,F
2133,0,1.0,1.0,Greater than 45,1 to 3,M
2134,0,0.0,0.0,25 to 45,1 to 3,M
2135,0,0.0,0.0,Greater than 45,1 to 3,F
2136,1,0.0,1.0,25 to 45,More than 3,F
2137,0,0.0,0.0,25 to 45,More than 3,M
2138,0,0.0,0.0,25 to 45,0,F
2139,1,0.0,0.0,25 to 45,More than 3,F
2140,1,1.0,1.0,25 to 45,More than 3,F
2141,1,0.0,1.0,25 to 45,1 to 3,F
2142,1,0.0,0.0,25 to 45,1 to 3,M
2143,0,1.0,1.0,Greater than 45,1 to 3,M
2144,1,0.0,0.0,Less than 25,0,F
2145,1,0.0,1.0,Greater than 45,1 to 3,F
2146,1,0.0,0.0,Less than 25,1 to 3,F
2147,1,0.0,0.0,Less than 25,1 to 3,F
2148,0,0.0,1.0,25 to 45,0,M
2149,1,1.0,0.0,Less than 25,0,F
2150,0,0.0,1.0,Greater than 45,1 to 3,F
2151,0,0.0,1.0,Greater than 45,0,M
2152,0,0.0,0.0,Less than 25,1 to 3,F
2153,0,0.0,1.0,Greater than 45,0,M
2154,0,1.0,1.0,25 to 45,1 to 3,M
2155,1,0.0,0.0,Less than 25,1 to 3,F
2156,0,0.0,1.0,25 to 45,0,M
2157,0,1.0,1.0,25 to 45,More than 3,M
2158,0,0.0,1.0,25 to 45,1 to 3,M
2159,0,0.0,0.0,Less than 25,1 to 3,F
2160,1,0.0,0.0,Less than 25,1 to 3,M
2161,1,0.0,0.0,25 to 45,More than 3,F
2162,0,0.0,0.0,Greater than 45,0,F
2163,0,1.0,1.0,25 to 45,0,M
2164,0,0.0,0.0,Greater than 45,1 to 3,F
2165,0,0.0,0.0,25 to 45,0,F
2166,0,0.0,0.0,Greater than 45,0,F
2167,0,0.0,1.0,Greater than 45,0,M
2168,1,0.0,1.0,Greater than 45,0,M
2169,0,0.0,0.0,25 to 45,0,M
2170,1,0.0,0.0,25 to 45,0,F
2171,1,0.0,0.0,25 to 45,More than 3,F
2172,1,0.0,0.0,Greater than 45,More than 3,F
2173,0,0.0,0.0,Less than 25,0,F
2174,1,0.0,0.0,25 to 45,More than 3,F
2175,0,0.0,0.0,25 to 45,1 to 3,F
2176,0,0.0,1.0,Greater than 45,1 to 3,M
2177,1,1.0,1.0,Less than 25,More than 3,F
2178,1,0.0,0.0,Less than 25,More than 3,F
2179,0,0.0,1.0,25 to 45,1 to 3,F
2180,1,0.0,0.0,25 to 45,More than 3,M
2181,0,0.0,1.0,Greater than 45,1 to 3,M
2182,0,0.0,1.0,25 to 45,0,F
2183,0,0.0,0.0,Greater than 45,1 to 3,M
2184,0,1.0,0.0,Less than 25,1 to 3,F
2185,1,0.0,1.0,25 to 45,0,M
2186,0,0.0,1.0,25 to 45,0,M
2187,1,0.0,1.0,Greater than 45,More than 3,F
2188,1,0.0,0.0,25 to 45,1 to 3,F
2189,0,0.0,0.0,25 to 45,More than 3,M
2190,1,1.0,0.0,25 to 45,More than 3,M
2191,1,0.0,0.0,25 to 45,0,M
2192,0,1.0,1.0,Greater than 45,1 to 3,F
2193,0,0.0,1.0,25 to 45,0,F
2194,1,0.0,0.0,25 to 45,More than 3,F
2195,1,0.0,1.0,Less than 25,1 to 3,F
2196,1,1.0,1.0,25 to 45,0,F
2197,1,0.0,0.0,Less than 25,1 to 3,F
2198,0,0.0,0.0,25 to 45,More than 3,M
2199,1,0.0,1.0,25 to 45,1 to 3,F
2200,1,1.0,0.0,25 to 45,More than 3,F
2201,1,0.0,1.0,Less than 25,1 to 3,F
2202,1,0.0,1.0,Less than 25,More than 3,F
2203,1,0.0,1.0,25 to 45,More than 3,F
2204,0,1.0,1.0,Less than 25,1 to 3,F
2205,1,0.0,1.0,25 to 45,1 to 3,F
2206,1,0.0,1.0,Greater than 45,0,F
2207,0,0.0,0.0,25 to 45,1 to 3,F
2208,1,0.0,0.0,Less than 25,More than 3,F
2209,0,0.0,0.0,Less than 25,1 to 3,F
2210,1,1.0,1.0,25 to 45,More than 3,F
2211,0,0.0,0.0,25 to 45,0,F
